cell_line,drug,true_auc,pred_auc
HL60,Pevonedistat,0.458484,5.6467e-01
OE21,ICL-SIRT078,0.95552,9.5057e-01
GA10,Bromosporine,0.879182,9.1800e-01
DMS273,Epirubicin,0.829066,7.2927e-01
JURKAT,AZD7762,0.497832,5.7949e-01
RL952,Motesanib,0.984714,9.7582e-01
NCIH2023,Afatinib,0.83626,8.2669e-01
LP1,MN-64,0.942131,9.7259e-01
HS939T,Alpelisib,0.882749,9.0420e-01
NCIH1793,I-BET-762,0.950657,9.3809e-01
HSC2,LJI308,0.986551,9.6353e-01
KALS1,Ribociclib,0.981471,9.7192e-01
IGR37,Bortezomib,0.788213,7.7832e-01
C2BBE1,ICL-SIRT078,0.925305,9.4682e-01
HS746T,CZC24832,0.976868,9.7267e-01
PSN1,AZD1332,0.879811,9.3037e-01
NUGC4,Schweinfurthin-A,0.975505,9.5364e-01
LXF289,AZD8186,0.926108,9.0448e-01
769P,AZD4547,0.982574,9.4678e-01
GB1,Erlotinib,0.918878,9.5665e-01
NCIH727,AT13148,0.965554,9.4657e-01
HT1197,GSK2578215A,0.959182,9.7164e-01
NCIH2030,Axitinib,0.908786,9.0284e-01
SKUT1,Pictilisib,0.835475,8.5699e-01
EKVX,GSK343,0.97587,9.7160e-01
SNU5,Motesanib,0.98641,9.7416e-01
CAL51,AZD5582,0.954523,7.6706e-01
OSRC2,Bleomycin(50uM),0.922223,9.0836e-01
KCL22,ABT737,0.728065,7.3425e-01
K562,Pictilisib,0.921983,8.4264e-01
SNU175,AZD1208,0.974774,9.7119e-01
EPLC272H,Gemcitabine,0.723085,7.0136e-01
SKNAS,Schweinfurthin-A,0.743398,9.0752e-01
CAL120,Ruxolitinib,0.971867,9.6775e-01
HPAC,Nelarabine,0.974586,9.7406e-01
SW1573,KU-55933,0.963816,9.7396e-01
EFM192A,AZD1332,0.980619,9.4102e-01
NCIH1105,Cediranib,0.98844,9.1617e-01
OE19,GW441756,0.954492,9.7313e-01
SNU398,Nilotinib,0.954635,9.5755e-01
NCIH841,GSK2110183B,0.987238,9.5517e-01
PF382,LMP744,0.376077,4.6243e-01
OCIM1,Sepantronium-bromide,0.152156,9.6199e-02
DND41,Cisplatin,0.928188,8.7783e-01
NCIH196,PRIMA-1MET,0.985054,9.5623e-01
GI1,AZD8055,0.741982,7.8717e-01
SCC25,BMS-754807,0.972773,9.2190e-01
SF126,BI-2536,0.747667,6.5984e-01
SKUT1,Entinostat,0.956896,8.4657e-01
PECAPJ15,AZD7762,0.96949,7.7405e-01
SKMEL31,SCH772984,0.859498,8.6736e-01
A3KAW,AMG-319,0.981319,9.5783e-01
MKN1,Sinularin,0.958344,9.6671e-01
DAOY,GSK1904529A,0.971177,9.6624e-01
BHY,BMS-754807,0.872011,8.9193e-01
SNU61,BMS-345541,0.952475,9.5566e-01
SW1271,CZC24832,0.950246,9.7392e-01
MM1S,LJI308,0.984945,9.7267e-01
TT2609C02,Teniposide,0.775316,8.9079e-01
SKMEL28,Palbociclib,0.893772,9.1425e-01
SKCO1,Axitinib,0.817502,8.4587e-01
NCIH146,Navitoclax,0.495663,6.6023e-01
639V,Avagacestat,0.988367,9.6845e-01
SUDHL6,ABT737,0.513568,6.4606e-01
NCIH841,LJI308,0.983061,9.7347e-01
CL11,ZM447439,0.799715,8.9348e-01
SF539,Ruxolitinib,0.970456,9.6422e-01
MKN7,Telomerase-Inhibitor-IX,0.829598,7.7388e-01
NCIH2009,Bleomycin(50uM),0.808738,6.6572e-01
PANC0203,Telomerase-Inhibitor-IX,0.687396,7.1320e-01
DOHH2,AZD5363,0.472673,7.8904e-01
COLO829,UMI-77,0.797552,9.1200e-01
DMS273,AZD5153,0.579583,7.2120e-01
FTC133,Cediranib,0.85316,8.9279e-01
KALS1,Veliparib,0.974074,9.7607e-01
NUGC4,Wnt-C59,0.968205,9.6203e-01
NCIH2009,WEHI-539,0.972679,9.3242e-01
ABC1,Cyclophosphamide,0.980884,9.7448e-01
NCIH1435,Avagacestat,0.9896,9.7590e-01
A3KAW,Dactolisib,0.653138,7.5400e-01
CAL33,Docetaxel,0.72517,8.3353e-01
RKO,Sorafenib,0.866062,8.6774e-01
C2BBE1,AZD7762,0.887939,7.5630e-01
EBC1,MK-8776,0.966491,9.2049e-01
AU565,PFI3,0.986983,9.7468e-01
NUGC4,Remodelin,0.961515,9.3826e-01
SF126,Crizotinib,0.933846,8.9569e-01
AMO1,Osimertinib,0.956395,9.4471e-01
WM115,Osimertinib,0.964645,9.3742e-01
BCPAP,Serdemetan,0.962734,9.4229e-01
NCIH1792,AZD8186,0.940092,9.0670e-01
NAMALWA,Gemcitabine,0.372755,3.4638e-01
DU4475,Dasatinib,0.956056,8.4444e-01
QGP1,Obatoclax-Mesylate,0.824408,7.4847e-01
SNB75,Veliparib,0.979367,9.7279e-01
MOLT16,Schweinfurthin-A,0.553216,6.3117e-01
BICR31,PF-4708671,0.963792,9.5110e-01
SKHEP1,Afatinib,0.936746,8.9886e-01
LOXIMVI,Pevonedistat,0.292344,6.1037e-01
YKG1,BIBR-1532,0.975418,9.7271e-01
EM2,AZD5991,0.824625,5.8328e-01
NCIH1435,Nutlin-3a(-),0.992951,9.7144e-01
C2BBE1,P22077,0.886458,9.5635e-01
OAW28,Refametinib,0.929662,8.8478e-01
HCC1143,Wee1-Inhibitor,0.798452,8.9716e-01
HCC1187,Ibrutinib,0.958014,9.5615e-01
SKOV3,GSK1904529A,0.97579,9.6387e-01
P12ICHIKAWA,Gefitinib,0.992948,9.6736e-01
VMRCRCW,Ruxolitinib,0.969722,9.7058e-01
G402,Axitinib,0.587689,8.6355e-01
A204,GSK343,0.974183,9.7030e-01
T47D,Paclitaxel,0.893894,9.3581e-01
BL41,MK-1775,0.538822,4.6580e-01
NUGC4,Zoledronate,0.974388,9.7617e-01
JEKO1,PFI-1,0.942959,9.4017e-01
8305C,AZ960,0.894308,8.6209e-01
CAL54,Lenalidomide,0.974897,9.7097e-01
DMS114,Foretinib,0.789183,7.6773e-01
PATU8988T,Linsitinib,0.972001,9.4707e-01
NCIH508,GW441756,0.981476,9.6398e-01
BICR31,EPZ004777,0.985617,9.7548e-01
EFM192A,Dacarbazine,0.972009,9.7241e-01
NCIH2030,Picolinici-acid,0.978922,9.7255e-01
OCIM1,AZD2014,0.781153,8.1356e-01
DAOY,MG-132,0.513031,5.2637e-01
DMS79,GSK2110183B,0.95853,9.5266e-01
NCIH1048,AZD5991,0.975518,8.5775e-01
D283MED,ZM447439,0.831471,7.3611e-01
BXPC3,Dactinomycin,0.981582,8.7783e-01
RT4,JNK-Inhibitor-VIII,0.982888,9.7398e-01
LXF289,Pictilisib,0.762809,8.0917e-01
NCIH716,CZC24832,0.979142,9.7210e-01
KPNYN,Niraparib,0.874786,9.2681e-01
BT474,Elephantin,0.885281,9.2877e-01
NCIN87,CCT007093,0.962492,9.7100e-01
ECC12,5-Fluorouracil,0.955009,9.3894e-01
TYKNU,Niraparib,0.956467,9.4124e-01
SW1088,AMG-319,0.949834,9.6620e-01
EJM,JQ1,0.84381,8.2159e-01
VMRCRCW,Bortezomib,0.715922,8.6659e-01
NCIH1651,Alisertib,0.956088,8.5862e-01
SNUC5,OTX015,0.855035,7.9340e-01
G402,Vorinostat,0.827213,7.1953e-01
OE19,WEHI-539,0.923331,9.5778e-01
TE441T,AZD6482,0.91628,9.3017e-01
NCIH1963,AZD4547,0.968252,9.5976e-01
NCIH1650,Cyclophosphamide,0.958827,9.7584e-01
HCC1395,Palbociclib,0.930853,9.3560e-01
LU65,Sabutoclax,0.52276,5.6943e-01
KMRC1,Dabrafenib,0.969588,9.6188e-01
HT1080,YK-4-279,0.722002,8.3245e-01
NALM6,Crizotinib,0.712324,7.9713e-01
RPMI8226,Temsirolimus,0.971993,8.9614e-01
LP1,Niraparib,0.985579,9.4621e-01
RD,AMG-319,0.969265,9.6979e-01
HPAC,Gefitinib,0.974021,9.4672e-01
RERFGC1B,Navitoclax,0.854964,8.9304e-01
KYSE140,Trametinib,0.879908,8.4157e-01
HUCCT1,5-Fluorouracil,0.822493,9.1671e-01
KARPAS422,Nutlin-3a(-),0.977114,9.4743e-01
KYSE180,Linsitinib,0.972386,9.6033e-01
SW1573,5-Fluorouracil,0.953705,9.4429e-01
NUDUL1,Savolitinib,0.993466,9.5830e-01
JHOS2,Cyclophosphamide,0.963695,9.7164e-01
SKMEL5,Telomerase-Inhibitor-IX,0.68833,7.5059e-01
NCIH661,Cisplatin,0.989755,9.5174e-01
JVM2,Dactinomycin,0.825449,7.0102e-01
G292CLONEA141B1,AZD5991,0.966123,9.4257e-01
SKMEL2,Methotrexate,0.965902,8.6414e-01
A704,Savolitinib,0.98125,9.6203e-01
HCC1937,Paclitaxel,0.944368,9.4985e-01
HGC27,Dactinomycin,0.97819,8.8867e-01
FUOV1,VX-11e,0.847666,8.9518e-01
NALM6,Oxaliplatin,0.727887,8.2958e-01
G402,ABT737,0.917778,9.0732e-01
CCK81,YK-4-279,0.640173,8.6554e-01
UACC62,Cytarabine,0.963906,8.7591e-01
NALM6,Daporinad,0.26375,1.7548e-01
NCIH1623,SGC-CBP30,0.981002,9.4302e-01
RCM1,Camptothecin,0.866829,9.0129e-01
BEN,Palbociclib,0.860327,9.1579e-01
NCIH1341,AZD3759,0.979647,9.7492e-01
DAUDI,LY2109761,0.991659,9.7328e-01
GRANTA519,GDC0810,0.985591,9.7500e-01
MEWO,Temozolomide,0.984041,9.7393e-01
MG63,SB216763,0.983774,9.7325e-01
KMS11,Sabutoclax,0.688976,4.7377e-01
NCIH1435,Ruxolitinib,0.988864,9.7510e-01
NUGC3,Dactinomycin,0.950662,3.6419e-01
OCIAML2,Tamoxifen,0.956448,9.2619e-01
HCC1599,Avagacestat,0.978882,9.6107e-01
SUDHL8,Sepantronium-bromide,0.02234,1.0744e-01
8505C,Dihydrorotenone,0.968547,9.3539e-01
DOHH2,Dactinomycin,0.890675,3.2054e-01
NAMALWA,PFI3,0.945883,9.7295e-01
MKN7,Bosutinib,0.970779,9.5737e-01
OVISE,ICL-SIRT078,0.965043,9.5275e-01
SH4,Nutlin-3a(-),0.923389,9.5547e-01
IALM,Pictilisib,0.928266,9.1371e-01
CL11,IWP-2,0.96493,9.7078e-01
K562,Crizotinib,0.768596,8.9762e-01
NCIH524,Tamoxifen,0.945444,9.4946e-01
OVISE,SN-38,0.96439,9.1204e-01
RERFLCMS,WZ4003,0.980767,9.3233e-01
NCIH526,JNK-Inhibitor-VIII,0.990626,9.7316e-01
G292CLONEA141B1,AZD5438,0.919386,9.0107e-01
MDAMB415,LMP744,0.839134,8.5578e-01
NCIH1648,NU7441,0.809305,8.6891e-01
YAPC,LCL161,0.961199,9.6685e-01
LXF289,MK-1775,0.643631,6.8072e-01
WM115,SB216763,0.972891,9.6939e-01
A549,IWP-2,0.984992,9.6906e-01
LS180,Entospletinib,0.930537,9.3858e-01
SW1116,LMP744,0.921685,8.8575e-01
A204,AZD1208,0.970463,9.7190e-01
NMCG1,GSK269962A,0.909066,9.1621e-01
HOP62,Acetalax,0.967802,9.4246e-01
NCIH2171,Tanespimycin,0.884973,8.4938e-01
SKUT1,CZC24832,0.987728,9.7474e-01
MOLT16,Wnt-C59,0.962793,9.5264e-01
HSC4,OTX015,0.981549,8.8839e-01
8305C,I-BRD9,0.91978,9.5662e-01
RS411,Sabutoclax,0.511393,4.2762e-01
HT1080,Nilotinib,0.981953,9.5953e-01
MDAMB157,Paclitaxel,0.914469,9.3894e-01
A498,Podophyllotoxin-bromide,0.947528,8.6758e-01
LS180,Daporinad,0.630907,7.2673e-01
MEWO,GSK343,0.922275,9.7436e-01
MDAMB361,BIBR-1532,0.971775,9.7498e-01
CADOES1,POMHEX,0.699595,7.9263e-01
NCIH2342,Dactinomycin,0.783629,9.5173e-01
SNU1040,EPZ5676,0.984006,9.7683e-01
HS940T,GSK2606414,0.855372,9.3827e-01
BICR31,ML323,0.956929,9.5989e-01
SUDHL5,POMHEX,0.597771,5.4880e-01
OV56,AZD5582,0.972273,8.8405e-01
HEL,EPZ004777,0.984838,9.7626e-01
KG1,Niraparib,0.933105,9.2869e-01
NCIH2170,Telomerase-Inhibitor-IX,0.692837,6.7774e-01
SNUC5,Pyridostatin,0.891319,9.2429e-01
A172,Wnt-C59,0.981101,9.5458e-01
TE441T,SN-38,0.149728,3.2743e-01
COLO783,Elesclomol,0.824891,8.0989e-01
NCIH1781,GNE-317,0.688126,6.4997e-01
TE8,Pyridostatin,0.879019,9.3412e-01
HCC1569,Savolitinib,0.989899,9.6754e-01
LS513,IWP-2,0.982562,9.6985e-01
A253,POMHEX,0.856542,8.7321e-01
HCC1954,Fulvestrant,0.985769,9.7531e-01
NUDUL1,AGI-5198,0.978383,9.5854e-01
HCT15,PFI-1,0.945,9.4259e-01
A3KAW,Pyridostatin,0.872151,8.7333e-01
BFTC909,Uprosertib,0.932776,8.6517e-01
MDST8,Veliparib,0.98056,9.7318e-01
SUDHL5,LY2109761,0.989738,9.6587e-01
SW1116,Sinularin,0.98179,9.7152e-01
MFE296,AZ960,0.961924,9.2222e-01
CL11,Bosutinib,0.966831,9.4975e-01
JHOS2,AZD3759,0.964428,9.4544e-01
EPLC272H,GDC0810,0.955273,9.6951e-01
COLO800,Niraparib,0.961663,9.4637e-01
IALM,Doramapimod,0.963382,9.7546e-01
KU1919,Ibrutinib,0.982337,8.9155e-01
KALS1,GSK591,0.942151,9.6060e-01
IGR1,Podophyllotoxin-bromide,0.855428,8.3597e-01
SW780,Ipatasertib,0.970152,9.4192e-01
OPM2,Entinostat,0.728908,7.4552e-01
A172,Sepantronium-bromide,0.252933,1.2180e-01
KYSE150,Rucaparib,0.966816,9.6020e-01
ECC12,Foretinib,0.900534,8.3710e-01
2313287,Motesanib,0.978243,9.7524e-01
NCIH1341,Pictilisib,0.815075,8.7214e-01
GB1,Selumetinib,0.923617,9.4540e-01
IALM,Cediranib,0.923344,9.3501e-01
TT2609C02,Pictilisib,0.892388,8.6243e-01
HDLM2,UMI-77,0.877972,9.3134e-01
IALM,VE-822,0.98404,9.6452e-01
NCIH1793,Axitinib,0.966088,9.4440e-01
KYSE510,Osimertinib,0.986182,9.4772e-01
MHHNB11,BI-2536,0.686899,6.4785e-01
NCIH1838,GSK2830371,0.975345,9.7633e-01
DU4475,SGC-CBP30,0.992245,9.6449e-01
HCC1187,KRAS(G12C)Inhibitor-12,0.851246,9.4160e-01
NCIH2170,UMI-77,0.981783,8.8678e-01
ECGI10,Cediranib,0.824355,8.2166e-01
NCIH2030,AGI-6780,0.972123,9.5706e-01
EKVX,SN-38,0.764728,9.0016e-01
RT112,MIM1,0.956493,8.5935e-01
NCIH524,Sepantronium-bromide,0.037518,9.1110e-02
HCC1187,Bosutinib,0.988542,9.5562e-01
A4FUK,Dacarbazine,0.979063,9.6576e-01
EFO21,Serdemetan,0.909149,9.5396e-01
HH,AT13148,0.751946,9.4747e-01
SKMEL2,Lestaurtinib,0.791673,8.5230e-01
KALS1,XAV939,0.96864,9.6348e-01
ABC1,Ipatasertib,0.961633,9.2438e-01
8505C,PD0325901,0.857078,8.3775e-01
FADU,PD173074,0.969757,9.4911e-01
MOLP8,Doramapimod,0.980366,9.6782e-01
MHHCALL2,Dacarbazine,0.973603,9.7265e-01
HCC1143,Uprosertib,0.946606,8.8777e-01
NCIH209,Crizotinib,0.932363,8.6869e-01
HT,Axitinib,0.907724,8.4792e-01
BECKER,GSK2606414,0.955867,9.5558e-01
SNU81,Tanespimycin,0.950444,9.3648e-01
SKNAS,ZM447439,0.873863,8.7063e-01
COLO792,LY2109761,0.961789,9.7469e-01
SNU175,Epirubicin,0.638473,6.8278e-01
ECC10,AT13148,0.989295,9.2058e-01
L363,Entinostat,0.778542,8.2774e-01
MDAMB468,NVP-ADW742,0.961792,8.8170e-01
CAL62,Afuresertib,0.89374,8.7547e-01
SW1271,MG-132,0.503957,5.5654e-01
SW1573,Erlotinib,0.978319,9.6304e-01
TT,MK-2206,0.855422,9.0896e-01
SNU175,Obatoclax-Mesylate,0.693139,6.2862e-01
KU1919,AZ960,0.736218,7.5170e-01
KYSE70,GSK2801,0.980221,9.7488e-01
OCIAML2,ML323,0.944175,9.3679e-01
SF539,WEHI-539,0.964976,9.3150e-01
MHHCALL2,Temozolomide,0.933194,9.7004e-01
NCIH660,Vinorelbine,0.985769,9.4000e-01
SKMES1,NU7441,0.901664,9.2264e-01
NCIH2170,ML323,0.964596,9.4130e-01
FUOV1,NVP-ADW742,0.859721,9.1144e-01
RL,SN-38,0.186514,2.7025e-01
NCIH196,AZD8186,0.921253,9.4944e-01
KMH2,Gallibiscoquinazole,0.990799,9.7455e-01
L540,SB590885,0.990437,9.7233e-01
SJSA1,LGK974,0.980765,9.5863e-01
PC3,PD0325901,0.981088,9.4467e-01
JURKAT,Sepantronium-bromide,0.094159,1.0730e-01
LOUNH91,MN-64,0.947201,9.6595e-01
SW837,EHT-1864,0.934337,9.5263e-01
KMH2,AZD1332,0.974581,9.4962e-01
SNU423,Dactinomycin,0.944971,9.3883e-01
JM1,VE821,0.909448,9.1161e-01
FTC133,OF-1,0.971178,9.6063e-01
A4FUK,AZ960,0.455452,5.8166e-01
RPMI8226,Dactinomycin,0.946367,9.3813e-01
LOVO,BIBR-1532,0.943123,9.7157e-01
PC3,Ipatasertib,0.940178,9.2804e-01
LS180,Rucaparib,0.943698,9.6468e-01
8MGBA,Pictilisib,0.776525,7.9897e-01
MDST8,AZD8055,0.655917,7.3788e-01
H4,Docetaxel,0.642757,7.8320e-01
KMRC20,Buparlisib,0.773005,8.7484e-01
HS766T,Vorinostat,0.770849,8.4518e-01
RT4,Methotrexate,0.7033,8.4480e-01
NB4,Camptothecin,0.589645,4.8766e-01
NCIH1623,Vismodegib,0.979907,9.6791e-01
RCC10RGB,Sabutoclax,0.695745,6.8238e-01
FTC133,Nutlin-3a(-),0.973454,9.5007e-01
HT1197,Palbociclib,0.967639,9.4678e-01
COLO783,AZD5582,0.82175,7.9553e-01
SF268,Ibrutinib,0.982107,9.6244e-01
NAMALWA,EPZ004777,0.966685,9.7491e-01
JVM3,AZ6102,0.799834,8.1528e-01
COLO783,Bicalutamide,0.972647,9.6484e-01
RKO,NVP-ADW742,0.976306,8.7150e-01
CAL120,Cytarabine,0.900156,9.1531e-01
RVH421,Tanespimycin,0.986021,8.4898e-01
G401,RVX-208,0.954626,9.5246e-01
KYSE520,GSK1904529A,0.932265,9.5609e-01
SW1417,EPZ004777,0.954245,9.7489e-01
RT112,Ruxolitinib,0.943995,9.6727e-01
SH4,SGC-CBP30,0.980023,9.6848e-01
COLO684,AZD5153,0.700117,7.5113e-01
BT549,SGC0946,0.960245,9.7422e-01
NUGC3,GSK591,0.903914,9.3415e-01
NALM6,GSK2606414,0.897291,8.9945e-01
ECC12,Fulvestrant,0.990181,9.7592e-01
NCIH841,Dihydrorotenone,0.812329,9.3264e-01
IPC298,CHIR-99021,0.960911,9.3954e-01
SUDHL8,Niraparib,0.844091,9.1268e-01
HCC1569,EHT-1864,0.886213,9.4589e-01
HT1197,IWP-2,0.968516,9.7320e-01
PL21,Epirubicin,0.44232,4.5053e-01
KM12,SN-38,0.93832,8.2089e-01
LS411N,Podophyllotoxin-bromide,0.786429,8.2791e-01
NCIH2170,BMS-754807,0.71258,8.2972e-01
MOLM13,Selumetinib,0.865534,7.3100e-01
SUIT2,SGC0946,0.943941,9.7280e-01
OV7,Navitoclax,0.948584,9.0463e-01
BCPAP,GSK2801,0.971933,9.7190e-01
LN229,Savolitinib,0.967648,9.7187e-01
RPMI7951,AZD8186,0.842606,8.6749e-01
OVCAR4,Dactolisib,0.864274,8.9878e-01
5637,Elephantin,0.922433,8.9004e-01
TE8,BI-2536,0.557164,7.6842e-01
NCIH1155,PLX-4720,0.987549,9.6379e-01
KYSE510,Temozolomide,0.986795,9.7250e-01
KU812,YK-4-279,0.609146,6.3851e-01
MELHO,Sepantronium-bromide,0.459238,2.3330e-01
NCIH524,AZD5991,0.885644,6.9332e-01
TGBC11TKB,BIBR-1532,0.977728,9.7385e-01
UACC893,OTX015,0.94675,9.1597e-01
HCC2157,ZM447439,0.785984,8.8840e-01
BHT101,Afatinib,0.890417,8.2867e-01
SF268,GSK343,0.977143,9.7332e-01
U2OS,Afatinib,0.91543,9.3453e-01
UACC893,PF-4708671,0.870924,9.3523e-01
KPNYN,Dacarbazine,0.975257,9.7334e-01
RERFLCMS,Foretinib,0.518358,6.4969e-01
YKG1,Dabrafenib,0.959034,9.6020e-01
COLO829,Dihydrorotenone,0.860697,9.3574e-01
EFO27,EHT-1864,0.931778,9.4482e-01
SHP77,OF-1,0.957169,9.5955e-01
G361,PRIMA-1MET,0.958963,9.1700e-01
CADOES1,AZD8186,0.968406,9.2347e-01
MOLM16,Axitinib,0.792523,7.7954e-01
DND41,Selumetinib,0.967631,9.4679e-01
YAPC,Nilotinib,0.95144,9.5165e-01
NCIH2196,Axitinib,0.850061,9.2269e-01
BEN,PD0325901,0.964391,8.7269e-01
SW1271,WEHI-539,0.949302,9.4927e-01
KYSE140,Epirubicin,0.734281,7.8216e-01
SNU1,I-BET-762,0.931381,9.0260e-01
ABC1,Picolinici-acid,0.98565,9.7500e-01
SF295,Tozasertib,0.870742,8.2140e-01
TT2609C02,Foretinib,0.84042,7.7218e-01
PATU8988T,Dihydrorotenone,0.781414,9.2134e-01
NCIH2030,SB590885,0.978983,9.6072e-01
OVCAR4,Dacarbazine,0.968731,9.7310e-01
HEP3B217,SN-38,0.575868,8.7426e-01
CAL120,MIRA-1,0.961871,9.7330e-01
TYKNU,OTX015,0.888361,7.9980e-01
NCIH292,GSK2606414,0.905566,9.0887e-01
KMH2,LMP744,0.698168,5.2348e-01
NCIH358,AZD4547,0.973779,9.4280e-01
LS513,Podophyllotoxin-bromide,0.773633,7.9445e-01
SKMEL31,MN-64,0.965311,9.5745e-01
GAMG,GSK2801,0.982891,9.7212e-01
HCC2218,PD0325901,0.98887,9.0520e-01
CAL27,P22077,0.956956,9.4603e-01
MDAMB453,Dactolisib,0.703723,7.8034e-01
ACHN,MK-1775,0.40802,6.6290e-01
LU65,AZD5153,0.7306,7.1782e-01
PATU8988T,Acetalax,0.98231,9.0262e-01
OAW42,PFI3,0.963123,9.7477e-01
HCC44,Cediranib,0.804419,8.2126e-01
PANC0203,Uprosertib,0.924549,8.7438e-01
AM38,PFI-1,0.970332,9.4482e-01
TYKNU,Uprosertib,0.89391,8.8681e-01
CAOV4,Veliparib,0.980551,9.7330e-01
NCIH1963,VE-822,0.974256,9.1406e-01
SKOV3,PFI3,0.966305,9.7471e-01
HUCCT1,Motesanib,0.979357,9.7495e-01
CORL23,Motesanib,0.939485,9.7610e-01
NCIH1944,Fulvestrant,0.971032,9.7435e-01
TE15,IWP-2,0.979894,9.6966e-01
NUDUL1,Bortezomib,0.632476,6.7152e-01
CAL33,Oxaliplatin,0.953194,9.2151e-01
NCIH23,Ulixertinib,0.889569,9.3124e-01
HCC1187,AZD7762,0.864642,6.9055e-01
T47D,Wnt-C59,0.914261,9.6202e-01
BL41,Acetalax,0.996976,9.4826e-01
AMO1,Venetoclax,0.971733,9.6691e-01
KYSE510,PRT062607,0.898994,9.2686e-01
IGROV1,Foretinib,0.569424,5.6662e-01
SW837,Selumetinib,0.834743,7.9120e-01
OVCAR8,SB216763,0.973333,9.7275e-01
NCIH661,Axitinib,0.9609,9.2686e-01
OCIM1,EPZ5676,0.983847,9.7603e-01
LOXIMVI,UNC0638,0.90364,9.5087e-01
GA10,OF-1,0.987277,9.4096e-01
KPNRTBM1,Docetaxel,0.900427,8.5408e-01
TYKNU,EHT-1864,0.910125,9.3884e-01
BICR22,Vinorelbine,0.711209,7.3570e-01
OCIAML5,Remodelin,0.898534,9.2110e-01
NCIH292,PCI-34051,0.980257,9.1694e-01
OV56,I-BET-762,0.964383,9.3800e-01
HUCCT1,LY2109761,0.95288,9.7117e-01
SUDHL8,AZD4547,0.960693,9.6635e-01
RS411,MK-8776,0.923221,8.9084e-01
NAMALWA,Entinostat,0.627767,6.6261e-01
NUDUL1,CZC24832,0.959069,9.6641e-01
HT,Lapatinib,0.856921,8.0510e-01
NCIH69,Linsitinib,0.961517,9.4732e-01
NCIH1568,Nelarabine,0.973571,9.7345e-01
JHH4,AZD1208,0.979138,9.7243e-01
KYM1,5-Fluorouracil,0.895556,8.8034e-01
SNUC1,Dactinomycin,0.976167,9.2801e-01
CALU3,Lenalidomide,0.976093,9.7293e-01
OV90,Teniposide,0.902133,8.2512e-01
MDAMB468,Elephantin,0.758662,8.7430e-01
SNUC1,AZD4547,0.892755,9.3556e-01
RPMI7951,Pictilisib,0.714073,7.5955e-01
KM12,OTX015,0.802555,7.1952e-01
EM2,Leflunomide,0.777527,8.9304e-01
LS513,AZ960,0.881042,7.9986e-01
BECKER,Dactolisib,0.774333,8.6786e-01
HCC827,AMG-319,0.940293,9.6416e-01
HSC3,Vismodegib,0.962646,9.6786e-01
SNU449,VE-822,0.956161,9.5568e-01
CAL12T,GSK591,0.916597,9.3674e-01
THP1,Lestaurtinib,0.787499,7.2851e-01
HCC33,EHT-1864,0.974389,9.5843e-01
T47D,Savolitinib,0.965879,9.6665e-01
J82,PFI3,0.984532,9.7609e-01
NCIH929,Vinblastine,0.652805,5.0112e-01
MDAMB468,Acetalax,0.560724,9.0452e-01
BT483,AZD4547,0.941412,9.6476e-01
RKO,AZD6738,0.765335,8.1032e-01
BT549,ZM447439,0.876529,9.0048e-01
EFM192A,CCT007093,0.973854,9.7581e-01
ASPC1,AZD1208,0.955368,9.7350e-01
EFO21,Lestaurtinib,0.888638,8.6133e-01
647V,AMG-319,0.986804,9.6922e-01
NCIH2030,Dinaciclib,0.588782,5.7764e-01
HS766T,Venetoclax,0.962112,9.7661e-01
CAOV4,Lenalidomide,0.949555,9.7283e-01
NCIH28,Daporinad,0.747774,6.3923e-01
HEL,PF-4708671,0.943346,9.5027e-01
MDST8,AZD1208,0.978967,9.6916e-01
KG1,SCH772984,0.967587,9.3864e-01
BCPAP,LY2109761,0.985526,9.7354e-01
SW1417,MIM1,0.93705,8.8288e-01
G361,Axitinib,0.946101,9.0048e-01
5637,Dasatinib,0.644109,8.5998e-01
BT20,Venetoclax,0.979729,9.7223e-01
RPMI8226,Tamoxifen,0.917243,9.5109e-01
NCIH1092,PD0325901,0.979483,9.5378e-01
HCT116,Paclitaxel,0.909958,8.9378e-01
BL41,UMI-77,0.886721,8.9773e-01
HT,PD173074,0.974575,9.1784e-01
VMRCRCZ,Methotrexate,0.899676,8.8601e-01
8MGBA,MK-8776,0.980942,9.2026e-01
T24,KU-55933,0.986309,9.7328e-01
SW948,UMI-77,0.978199,8.9351e-01
BT474,Tanespimycin,0.860513,7.9578e-01
42MGBA,MIRA-1,0.979156,9.7191e-01
HS766T,Bosutinib,0.942074,9.5988e-01
BHT101,Veliparib,0.988682,9.7461e-01
CL11,Ipatasertib,0.93654,9.2728e-01
FU97,Pyridostatin,0.917531,9.2629e-01
NCIN87,Entospletinib,0.898061,9.1146e-01
OV56,PD173074,0.96925,9.6287e-01
COLO792,Telomerase-Inhibitor-IX,0.673764,7.0741e-01
NCIH522,Ruxolitinib,0.976529,9.7297e-01
DAOY,JQ1,0.903204,7.9451e-01
NCIH460,Daporinad,0.584571,4.9750e-01
D283MED,L-Oxonoreleagnine,0.980335,9.7015e-01
MOLM13,GSK2801,0.991758,9.6352e-01
DANG,MN-64,0.960726,9.6000e-01
A498,Telomerase-Inhibitor-IX,0.760044,7.6242e-01
SKMEL3,Axitinib,0.967823,9.0278e-01
RMGI,AZD8055,0.744756,7.6888e-01
NCIH1915,Alisertib,0.824678,8.6267e-01
SF268,ICL-SIRT078,0.960566,9.5744e-01
